aligned_date,headline,text,section,url
2018-07-02,Warriors Forward Kevin Durant to Sign Two-Year Max Deal,"Kevin Durant intends to open the N.B.A.’s free agency period by telling the Golden State Warriors that he wants a two-year maximum contract with a player option to return to free agency in July 2019, according to two people familiar with his plans.",Sports,https://www.nytimes.com/2018/06/30/sports/golden-state-warrior-kevin-durant-free-agency.html
2018-07-02,More Women Than Men: State Legislatures Could Shift for the First Time,"Women are a quarter of state legislatures, but the gender balance could change in at least nine states.",U.S.,https://www.nytimes.com/interactive/2018/06/30/us/politics/women-state-legislators.html
2018-07-02,"2018 N.B.A. Free Agency: Before LeBron James, Kevin Durant and Paul George Made Waves","Make sense of the start of N.B.A. free agency by thinking about it this way: The last few weeks have been the longest Christmas Eve ever, with trade and signing rumors popping up like stolen peeks in the presents closet. Christmas arrived in the wee hours of Sunday morning, but it didn’t really begin until Santa Claus arrived — and this summer, like most summers, the bearded man everyone was waiting for is named LeBron James.",Sports,https://www.nytimes.com/2018/06/30/sports/nba-free-agency-lebron-james-updates.html
2018-07-02,"Sonny Gray Is Battered by Red Sox, Emphasizing Yankees’ Need for Rotation Help","The booing that thundered down upon Sonny Gray on Saturday night did not go unnoticed by that beleaguered starting pitcher. He heard it. He even understood it. Had he been sitting in the stands, he said, “I probably would have booed me louder.”",Sports,https://www.nytimes.com/2018/06/30/sports/yankees-red-sox-sonny-gray.html
2018-07-02,"Quotation of the Day: War Robbed Him of His Family, Then His Eyes, Then His Love","“If I had lost my eyes and had her hand, I would still be happy. But now I neither have eyes, nor her.”",Today’s Paper,https://www.nytimes.com/2018/06/30/todayspaper/quotation-of-the-day-war-robbed-him-of-his-family-then-his-eyes-then-his-love.html
2018-07-02,"Corrections: July 1, 2018",SUNDAY REVIEW,Corrections,https://www.nytimes.com/2018/06/30/pageoneplus/corrections-july-1-2018.html
2018-07-02,"Laura Mitchell, Oliver Tully","Laura Brooke Mitchell and Oliver James Tully were married June 30 at Olympia’s Valley Estate, an organic farm and events space in Petaluma, Calif. Corey W. Jacoby, a friend of the couple who was ordained by the American Marriage Ministries for this event, officiated.",Fashion & Style,https://www.nytimes.com/2018/07/01/fashion/weddings/laura-mitchell-oliver-tully.html
2018-07-02,"Katherine Kohler, Anthony Shattuck","Katherine Ward Kohler and Anthony James Shattuck were married June 30 at their summer home at Lake Wesauking in Towanda, Pa. The Rev. Nicholas Cucchiaro, who was ordained by the Old Catholic Church, officiated.",Fashion & Style,https://www.nytimes.com/2018/07/01/fashion/weddings/katherine-kohler-anthony-shattuck.html
2018-07-02,"Rebecca Jackson, Nicholas Beaird","Rebecca Harding Jackson and Nicholas Littlejohn Beaird were married June 30 at Fort Madison in Castine, Me. The Rev. Margaret Beckman, a Unitarian Universalist minister, officiated.",Fashion & Style,https://www.nytimes.com/2018/07/01/fashion/weddings/rebecca-jackson-nicholas-beaird.html
2018-07-02,"Margot Sanger-Katz, Daniel Friedman","Margot Sanger-Katz and Daniel Rukke Friedman were married June 30. Ruth J. Katz, a Universal Life minister and friend of the bride’s family, officiated at the couple’s home in Washington.",Fashion & Style,https://www.nytimes.com/2018/07/01/fashion/weddings/margot-sanger-katz-daniel-friedman.html
2018-07-02,"Mae Karwowski, Ryan Wesely","Mae Farrell Karwowski and Ryan Hunter Wesely were married June 30 in Provincetown, Mass. Kathryn O’Connell Cleary, a celebrant affiliated with the Federation of Christian Ministries, officiated at the Provincetown Inn.",Fashion & Style,https://www.nytimes.com/2018/07/01/fashion/weddings/mae-karwowski-ryan-wesely.html
