Price,Close,High,Low,Open,Volume
Ticker,KO,KO,KO,KO,KO
Date,,,,,
2000-01-03,13.913955688476562,14.315023147346174,13.63629360156683,14.315023147346174,10997000
2000-01-04,13.929386138916016,14.02194019963971,13.728852340681344,13.913960462128733,7308000
2000-01-05,14.052789688110352,14.176195086030091,13.836830241750807,13.929384290190612,9457400
2000-01-06,14.06821346282959,14.237895862052314,13.96023375423331,14.052787790172978,7129200
2000-01-07,14.993760108947754,14.993760108947754,14.28417886922389,14.28417886922389,11474000
2000-01-10,14.51556396484375,15.040037051777531,14.500138285816286,14.99376001469514,8723800
2000-01-11,15.009176254272461,15.117155939554996,14.839493891685619,14.839493891685619,9398000
2000-01-12,15.17886734008789,15.255995731043622,14.916630810838406,15.009184879985282,8389800
2000-01-13,14.947481155395508,15.163440635452822,14.916629801101605,15.163440635452822,6106000
2000-01-14,15.07088565826416,15.286845125219838,14.97833160099744,14.97833160099744,7513200
2000-01-18,16.042705535888672,16.042705535888672,15.070887796695416,15.070887796695416,18350800
2000-01-19,16.104402542114258,16.104402542114258,15.811314756386125,16.04269985038202,12813400
2000-01-20,16.258665084838867,16.274090763287482,16.073556943455504,16.10440830035273,11539800
2000-01-21,16.505470275878906,16.505470275878906,16.22780815908842,16.258659505398473,11385800
2000-01-24,16.011850357055664,16.474620598589066,15.687911187982284,16.474620598589066,11306000
2000-01-25,16.258665084838867,16.30494212018471,15.518232519305409,16.011854229661047,9718600
2000-01-26,15.564506530761719,16.166107873377882,15.487378153503236,16.166107873377882,23723800
2000-01-27,14.685245513916016,15.471955095018659,14.4230089868818,15.471955095018659,17550800
2000-01-28,14.052789688110352,14.700668027188986,14.052789688110352,14.685242352449018,10875200
2000-01-31,14.176194190979004,14.500133340065576,13.960234758254623,14.052788800850786,10734600
2000-02-01,14.3458833694458,14.40758609361546,13.89853861921577,14.176200877979237,8114600
2000-02-02,13.913955688476562,14.284171804356204,13.836827331001636,14.284171804356204,7164000
2000-02-03,13.636289596557617,14.006505603703978,13.590012595664321,13.913951601917388,9464400
2000-02-04,13.883109092712402,14.253325335184734,13.590021234088473,13.636298264397515,11501800
2000-02-07,14.037362098693848,14.222470170324975,13.713422973339375,13.883105372334574,7742800
2000-02-08,14.114489555358887,14.284171943456098,14.00650985384248,14.037361197132881,8261200
2000-02-09,14.06821346282959,14.253321534708926,14.006510772203143,14.114490480799423,7948600
2000-02-10,13.991085052490234,14.160767451142267,13.883105344257123,14.068213415513885,8031000
2000-02-11,13.713421821594238,13.805975849636495,13.543739436850101,13.805975849636495,7688600
2000-02-14,13.358634948730469,13.63629710701817,13.281506571428329,13.63629710701817,7134000
2000-02-15,13.744278907775879,13.759704585562384,13.142677474102186,13.358636963113256,7850800
2000-02-16,13.219803810119629,13.682574071850771,13.142675433164438,13.682574071850771,6869200
2000-02-17,12.911288261413574,13.219801720467661,12.633626148264895,13.219801720467661,11661000
2000-02-18,12.679901123046875,12.91128618003678,12.525644418386937,12.91128618003678,11443400
2000-02-22,12.772456169128418,12.98841557295426,12.4639427350915,12.679902138917342,10543000
2000-02-23,12.649057388305664,12.695334427531172,12.34054379346894,12.695334427531172,11021600
2000-02-24,12.29426383972168,12.463946276656358,11.924047613682381,12.463946276656358,15451600
2000-02-25,12.016596794128418,12.510218228547044,11.862340095872598,12.294258850988895,10905200
2000-02-28,12.17085075378418,12.263404751911816,11.73893209585521,12.016594090238119,10790800
2000-02-29,12.00117015838623,12.047447164138362,11.754359461041526,12.047447164138362,10346200
2000-03-01,12.587349891662598,12.679903934983646,12.140005348944197,12.140005348944197,15612200
2000-03-02,12.247989654541016,12.787888442839423,12.186286935878341,12.587354607185729,11358600
2000-03-03,12.37138843536377,12.433091120826932,12.109152022145336,12.247983064437449,9010600
2000-03-06,12.093727111816406,12.21713249050841,11.924044716114901,12.21713249050841,7866000
2000-03-07,11.630958557128906,12.093728791497432,11.060208601407727,12.093728791497432,23440200
2000-03-08,11.72351360321045,11.862344685353731,11.322446032574302,11.630959548448262,14441600
2000-03-09,11.538406372070312,11.738940172654422,11.322446894518194,11.723514495686413,12389400
2000-03-10,11.229891777038574,11.507553936360956,10.875101240126641,11.507553936360956,14059200
2000-03-13,10.838471412658691,10.977823187964303,10.683636106763567,10.977823187964303,15646400
2000-03-14,10.730088233947754,10.977824758829664,10.621703504311917,10.83847296358359,11162000
2000-03-15,11.782963752746582,11.844897859199914,10.776534522879922,10.776534522879922,22138200
2000-03-16,12.324889183044434,12.355856241293289,12.030702129680309,12.030702129680309,17610200
2000-03-17,12.1700439453125,12.371329659420722,12.07714284649332,12.324879110011132,14530800
2000-03-20,12.030699729919434,12.13908441217096,11.906831521631975,12.13908441217096,6755200
2000-03-21,12.247467994689941,12.309402093272444,11.736511681384293,12.030698649651182,8575800
2000-03-22,11.659095764160156,12.139085098408449,11.442326387402863,12.139085098408449,11884200
2000-03-23,11.643611907958984,11.984249490372678,11.504260169698837,11.659095434432334,10333800
2000-03-24,11.643611907958984,11.690062487379032,11.488776643225487,11.643611907958984,8769200
2000-03-27,11.210071563720703,11.674577291499185,11.210071563720703,11.64361024298062,10535400
2000-03-28,11.11717414855957,11.519745914384847,11.11717414855957,11.21007532528848,13673000
2000-03-29,11.612641334533691,11.659091899871825,11.225553290049234,11.225553290049234,16292600
2000-03-30,12.030699729919434,12.371337302709945,11.67457863109299,11.67457863109299,18795200
2000-03-31,11.628129005432129,12.061667769948906,11.628129005432129,12.030700715340565,8857000
2000-04-03,12.216497421264648,12.371332623055075,11.705541255356241,11.705541255356241,14186800
2000-04-04,12.975197792053223,12.975197792053223,11.937801309872356,12.216504842398558,27390200
2000-04-05,11.79844856262207,12.619075562384499,11.736514449432454,12.619075562384499,20256600
2000-04-06,11.333938598632812,11.87586189228329,11.086202235821167,11.798444278904649,20675000
2000-04-07,11.442325592041016,11.504259695380885,11.086204497836762,11.333940911196242,12374000
2000-04-10,11.148144721984863,11.690068423748016,11.117177653312684,11.442331874370575,12903000
2000-04-11,11.690059661865234,11.829411366443761,11.318455116322498,11.318455116322498,12096400
2000-04-12,12.015212059020996,12.371333034997134,11.813926289991006,11.813926289991006,15586400
2000-04-13,11.705544471740723,12.046182009278152,11.674577422873684,12.015214960411113,8892800
2000-04-14,11.643611907958984,11.782963646219132,11.411359010858739,11.705546013852382,9488200
2000-04-17,12.015212059020996,12.046179100410226,11.457805314014868,11.643607562350244,10710200
2000-04-18,12.046182632446289,12.170050834322344,11.488775724004045,12.015215581977277,13001000
2000-04-19,12.185541152954102,12.309409423886292,11.875870475623628,12.046189348155389,10073200
2000-04-20,12.247467994689941,12.247467994689941,11.89134692784055,12.185533896107438,8278600
