Day 1,Day 2,Day 3,Day 4,Day 5,Day 6,Day 7,Day 8,Day 9,Day 10,sentiment,movement_label
17.869640350341797,17.845792770385742,17.806047439575195,18.012723922729492,18.02862548828125,17.885534286499023,17.73450469970703,17.62321662902832,17.83784294128418,17.806047439575195,-0.6538461538461539,1
17.917329788208008,17.869640350341797,17.845792770385742,17.806047439575195,18.012723922729492,18.02862548828125,17.885534286499023,17.73450469970703,17.62321662902832,17.83784294128418,-0.2727272727272727,0
17.782196044921875,17.917329788208008,17.869640350341797,17.845792770385742,17.806047439575195,18.012723922729492,18.02862548828125,17.885534286499023,17.73450469970703,17.62321662902832,-0.1034482758620689,2
17.909382820129395,17.782196044921875,17.917329788208008,17.869640350341797,17.845792770385742,17.806047439575195,18.012723922729492,18.02862548828125,17.885534286499023,17.73450469970703,-0.9,2
18.03656959533691,17.909382820129395,17.782196044921875,17.917329788208008,17.869640350341797,17.845792770385742,17.806047439575195,18.012723922729492,18.02862548828125,17.885534286499023,-0.238095238095238,2
18.19555282592773,18.03656959533691,17.909382820129395,17.782196044921875,17.917329788208008,17.869640350341797,17.845792770385742,17.806047439575195,18.012723922729492,18.02862548828125,-0.2,1
18.171707153320312,18.19555282592773,18.03656959533691,17.909382820129395,17.782196044921875,17.917329788208008,17.869640350341797,17.845792770385742,17.806047439575195,18.012723922729492,-0.3809523809523809,0
18.41017723083496,18.171707153320312,18.19555282592773,18.03656959533691,17.909382820129395,17.782196044921875,17.917329788208008,17.869640350341797,17.845792770385742,17.806047439575195,-0.2068965517241379,1
18.537368774414062,18.41017723083496,18.171707153320312,18.19555282592773,18.03656959533691,17.909382820129395,17.782196044921875,17.917329788208008,17.869640350341797,17.845792770385742,-0.3333333333333333,1
18.481719970703125,18.537368774414062,18.41017723083496,18.171707153320312,18.19555282592773,18.03656959533691,17.909382820129395,17.782196044921875,17.917329788208008,17.869640350341797,0.0476190476190476,1
18.290945053100582,18.481719970703125,18.537368774414062,18.41017723083496,18.171707153320312,18.19555282592773,18.03656959533691,17.909382820129395,17.782196044921875,17.917329788208008,-0.6521739130434783,0
18.60095977783203,18.290945053100582,18.481719970703125,18.537368774414062,18.41017723083496,18.171707153320312,18.19555282592773,18.03656959533691,17.909382820129395,17.782196044921875,-0.0952380952380952,2
18.61685562133789,18.60095977783203,18.290945053100582,18.481719970703125,18.537368774414062,18.41017723083496,18.171707153320312,18.19555282592773,18.03656959533691,17.909382820129395,-0.0303030303030303,2
18.386335372924805,18.61685562133789,18.60095977783203,18.290945053100582,18.481719970703125,18.537368774414062,18.41017723083496,18.171707153320312,18.19555282592773,18.03656959533691,0.0,2
18.608905792236328,18.386335372924805,18.61685562133789,18.60095977783203,18.290945053100582,18.481719970703125,18.537368774414062,18.41017723083496,18.171707153320312,18.19555282592773,-0.3809523809523809,1
18.521467208862305,18.608905792236328,18.386335372924805,18.61685562133789,18.60095977783203,18.290945053100582,18.481719970703125,18.537368774414062,18.41017723083496,18.171707153320312,-0.25,2
18.48967170715332,18.521467208862305,18.608905792236328,18.386335372924805,18.61685562133789,18.60095977783203,18.290945053100582,18.481719970703125,18.537368774414062,18.41017723083496,-0.1,2
18.64865493774414,18.48967170715332,18.521467208862305,18.608905792236328,18.386335372924805,18.61685562133789,18.60095977783203,18.290945053100582,18.481719970703125,18.537368774414062,-0.3548387096774194,1
18.41812324523925,18.64865493774414,18.48967170715332,18.521467208862305,18.608905792236328,18.386335372924805,18.61685562133789,18.60095977783203,18.290945053100582,18.481719970703125,-0.3809523809523809,0
17.965028762817383,18.41812324523925,18.64865493774414,18.48967170715332,18.521467208862305,18.608905792236328,18.386335372924805,18.61685562133789,18.60095977783203,18.290945053100582,-0.0476190476190476,2
18.124011993408203,17.965028762817383,18.41812324523925,18.64865493774414,18.48967170715332,18.521467208862305,18.608905792236328,18.386335372924805,18.61685562133789,18.60095977783203,-0.7727272727272727,1
17.925283432006836,18.124011993408203,17.965028762817383,18.41812324523925,18.64865493774414,18.48967170715332,18.521467208862305,18.608905792236328,18.386335372924805,18.61685562133789,-0.5,0
18.346582412719727,17.925283432006836,18.124011993408203,17.965028762817383,18.41812324523925,18.64865493774414,18.48967170715332,18.521467208862305,18.608905792236328,18.386335372924805,-0.3870967741935484,2
18.71224594116211,18.346582412719727,17.925283432006836,18.124011993408203,17.965028762817383,18.41812324523925,18.64865493774414,18.48967170715332,18.521467208862305,18.608905792236328,-0.1363636363636363,1
18.98251724243164,18.71224594116211,18.346582412719727,17.925283432006836,18.124011993408203,17.965028762817383,18.41812324523925,18.64865493774414,18.48967170715332,18.521467208862305,-0.2692307692307692,1
19.34817695617676,18.98251724243164,18.71224594116211,18.346582412719727,17.925283432006836,18.124011993408203,17.965028762817383,18.41812324523925,18.64865493774414,18.48967170715332,-0.4230769230769231,2
19.67408943176269,19.34817695617676,18.98251724243164,18.71224594116211,18.346582412719727,17.925283432006836,18.124011993408203,17.965028762817383,18.41812324523925,18.64865493774414,-0.3181818181818182,0
19.75358009338379,19.67408943176269,19.34817695617676,18.98251724243164,18.71224594116211,18.346582412719727,17.925283432006836,18.124011993408203,17.965028762817383,18.41812324523925,-0.3666666666666666,0
19.7933292388916,19.75358009338379,19.67408943176269,19.34817695617676,18.98251724243164,18.71224594116211,18.346582412719727,17.925283432006836,18.124011993408203,17.965028762817383,-0.3333333333333333,2
19.745635986328125,19.7933292388916,19.75358009338379,19.67408943176269,19.34817695617676,18.98251724243164,18.71224594116211,18.346582412719727,17.925283432006836,18.124011993408203,-0.217391304347826,0
19.880767822265625,19.745635986328125,19.7933292388916,19.75358009338379,19.67408943176269,19.34817695617676,18.98251724243164,18.71224594116211,18.346582412719727,17.925283432006836,-0.3076923076923077,2
19.75358009338379,19.880767822265625,19.745635986328125,19.7933292388916,19.75358009338379,19.67408943176269,19.34817695617676,18.98251724243164,18.71224594116211,18.346582412719727,-0.217391304347826,2
19.80127716064453,19.75358009338379,19.880767822265625,19.745635986328125,19.7933292388916,19.75358009338379,19.67408943176269,19.34817695617676,18.98251724243164,18.71224594116211,-0.1515151515151515,2
19.93641471862793,19.80127716064453,19.75358009338379,19.880767822265625,19.745635986328125,19.7933292388916,19.75358009338379,19.67408943176269,19.34817695617676,18.98251724243164,-0.4782608695652174,2
19.78537368774414,19.93641471862793,19.80127716064453,19.75358009338379,19.880767822265625,19.745635986328125,19.7933292388916,19.75358009338379,19.67408943176269,19.34817695617676,-0.4285714285714285,2
19.66614151000977,19.78537368774414,19.93641471862793,19.80127716064453,19.75358009338379,19.880767822265625,19.745635986328125,19.7933292388916,19.75358009338379,19.67408943176269,-0.5263157894736842,1
20.111291885375977,19.66614151000977,19.78537368774414,19.93641471862793,19.80127716064453,19.75358009338379,19.880767822265625,19.745635986328125,19.7933292388916,19.75358009338379,-0.3529411764705882,1
19.57075309753418,20.111291885375977,19.66614151000977,19.78537368774414,19.93641471862793,19.80127716064453,19.75358009338379,19.880767822265625,19.745635986328125,19.7933292388916,-0.1666666666666666,1
19.546905517578125,19.57075309753418,20.111291885375977,19.66614151000977,19.78537368774414,19.93641471862793,19.80127716064453,19.75358009338379,19.880767822265625,19.745635986328125,-0.3181818181818182,2
19.76947784423828,19.546905517578125,19.57075309753418,20.111291885375977,19.66614151000977,19.78537368774414,19.93641471862793,19.80127716064453,19.75358009338379,19.880767822265625,-0.4705882352941176,0
19.848974227905277,19.76947784423828,19.546905517578125,19.57075309753418,20.111291885375977,19.66614151000977,19.78537368774414,19.93641471862793,19.80127716064453,19.75358009338379,-0.1304347826086956,1
19.968204498291016,19.848974227905277,19.76947784423828,19.546905517578125,19.57075309753418,20.111291885375977,19.66614151000977,19.78537368774414,19.93641471862793,19.80127716064453,0.2857142857142857,2
20.047700881958008,19.968204498291016,19.848974227905277,19.76947784423828,19.546905517578125,19.57075309753418,20.111291885375977,19.66614151000977,19.78537368774414,19.93641471862793,-0.0833333333333333,0
20.055644989013672,20.047700881958008,19.968204498291016,19.848974227905277,19.76947784423828,19.546905517578125,19.57075309753418,20.111291885375977,19.66614151000977,19.78537368774414,-0.4736842105263157,0
20.238475799560547,20.055644989013672,20.047700881958008,19.968204498291016,19.848974227905277,19.76947784423828,19.546905517578125,19.57075309753418,20.111291885375977,19.66614151000977,-0.1304347826086956,2
20.381561279296875,20.238475799560547,20.055644989013672,20.047700881958008,19.968204498291016,19.848974227905277,19.76947784423828,19.546905517578125,19.57075309753418,20.111291885375977,-0.3703703703703703,0
20.92210578918457,20.381561279296875,20.238475799560547,20.055644989013672,20.047700881958008,19.968204498291016,19.848974227905277,19.76947784423828,19.546905517578125,19.57075309753418,-0.5,1
21.00954246520996,20.92210578918457,20.381561279296875,20.238475799560547,20.055644989013672,20.047700881958008,19.968204498291016,19.848974227905277,19.76947784423828,19.546905517578125,-0.15625,2
20.699525833129883,21.00954246520996,20.92210578918457,20.381561279296875,20.238475799560547,20.055644989013672,20.047700881958008,19.968204498291016,19.848974227905277,19.76947784423828,-0.2105263157894736,1
20.882354736328125,20.699525833129883,21.00954246520996,20.92210578918457,20.381561279296875,20.238475799560547,20.055644989013672,20.047700881958008,19.968204498291016,19.848974227905277,-0.0909090909090909,2
21.19237327575684,20.882354736328125,20.699525833129883,21.00954246520996,20.92210578918457,20.381561279296875,20.238475799560547,20.055644989013672,20.047700881958008,19.968204498291016,-0.3043478260869565,1
21.1367301940918,21.19237327575684,20.882354736328125,20.699525833129883,21.00954246520996,20.92210578918457,20.381561279296875,20.238475799560547,20.055644989013672,20.047700881958008,-0.1304347826086956,1
21.303661346435547,21.1367301940918,21.19237327575684,20.882354736328125,20.699525833129883,21.00954246520996,20.92210578918457,20.381561279296875,20.238475799560547,20.055644989013672,-0.375,2
21.248016357421875,21.303661346435547,21.1367301940918,21.19237327575684,20.882354736328125,20.699525833129883,21.00954246520996,20.92210578918457,20.381561279296875,20.238475799560547,-0.4210526315789473,2
21.089038848876957,21.248016357421875,21.303661346435547,21.1367301940918,21.19237327575684,20.882354736328125,20.699525833129883,21.00954246520996,20.92210578918457,20.381561279296875,-0.3684210526315789,2
21.11288452148437,21.089038848876957,21.248016357421875,21.303661346435547,21.1367301940918,21.19237327575684,20.882354736328125,20.699525833129883,21.00954246520996,20.92210578918457,-0.5263157894736842,1
20.961849212646484,21.11288452148437,21.089038848876957,21.248016357421875,21.303661346435547,21.1367301940918,21.19237327575684,20.882354736328125,20.699525833129883,21.00954246520996,-0.5263157894736842,0
21.19237327575684,20.961849212646484,21.11288452148437,21.089038848876957,21.248016357421875,21.303661346435547,21.1367301940918,21.19237327575684,20.882354736328125,20.699525833129883,-0.1785714285714285,2
21.61367988586425,21.19237327575684,20.961849212646484,21.11288452148437,21.089038848876957,21.248016357421875,21.303661346435547,21.1367301940918,21.19237327575684,20.882354736328125,-0.2222222222222222,2
