Day 1,Day 2,Day 3,Day 4,Day 5,Day 6,Day 7,Day 8,Day 9,Day 10,mean_score,mean_class,majority_vote_score,median_score,next_return
-0.01652345424193931,0.0015682058647787664,-0.008051964273964186,0.008343392620419726,-0.0058147161243146265,-0.002698973923671042,-0.007216607716430958,0.007269065712140434,-0.002931352783202713,-0.004297853457923928,-0.1538461538461538,0,0.0,0.0,-0.0021988570390593866
-0.0021988570390593866,-0.01652345424193931,0.0015682058647787664,-0.008051964273964186,0.008343392620419726,-0.0058147161243146265,-0.002698973923671042,-0.007216607716430958,0.007269065712140434,-0.002931352783202713,-0.0454545454545454,0,0.0,0.0,-0.0017554349312793338
-0.0017554349312793338,-0.0021988570390593866,-0.01652345424193931,0.0015682058647787664,-0.008051964273964186,0.008343392620419726,-0.0058147161243146265,-0.002698973923671042,-0.007216607716430958,0.007269065712140434,-0.1,0,0.0,0.0,-0.0017523587794657256
-0.0017523587794657256,-0.0017554349312793338,-0.0021988570390593866,-0.01652345424193931,0.0015682058647787664,-0.008051964273964186,0.008343392620419726,-0.0058147161243146265,-0.002698973923671042,-0.007216607716430958,0.0,0,0.0,0.0,0.05063306392216419
0.05063306392216419,-0.0017523587794657256,-0.0017554349312793338,-0.0021988570390593866,-0.01652345424193931,0.0015682058647787664,-0.008051964273964186,0.008343392620419726,-0.0058147161243146265,-0.002698973923671042,-0.1428571428571428,0,0.0,0.0,-0.0013789105354329778
-0.0013789105354329778,0.05063306392216419,-0.0017523587794657256,-0.0017554349312793338,-0.0021988570390593866,-0.01652345424193931,0.0015682058647787664,-0.008051964273964186,0.008343392620419726,-0.0058147161243146265,-0.05,0,0.0,0.0,0.012802374316091868
0.012802374316091868,-0.0013789105354329778,0.05063306392216419,-0.0017523587794657256,-0.0017554349312793338,-0.0021988570390593866,-0.01652345424193931,0.0015682058647787664,-0.008051964273964186,0.008343392620419726,-0.1904761904761904,0,0.0,0.0,-0.0021023964357546714
-0.0021023964357546714,0.012802374316091868,-0.0013789105354329778,0.05063306392216419,-0.0017523587794657256,-0.0017554349312793338,-0.0021988570390593866,-0.01652345424193931,0.0015682058647787664,-0.008051964273964186,-0.1935483870967742,0,0.0,0.0,-0.0016332790476332858
-0.0016332790476332858,-0.0021023964357546714,0.012802374316091868,-0.0013789105354329778,0.05063306392216419,-0.0017523587794657256,-0.0017554349312793338,-0.0021988570390593866,-0.01652345424193931,0.0015682058647787664,-0.1666666666666666,0,0.0,0.0,0.0415452118894244
0.0415452118894244,-0.0016332790476332858,-0.0021023964357546714,0.012802374316091868,-0.0013789105354329778,0.05063306392216419,-0.0017523587794657256,-0.0017554349312793338,-0.0021988570390593866,-0.01652345424193931,-0.1428571428571428,0,0.0,0.0,0.027971880786150125
0.027971880786150125,0.0415452118894244,-0.0016332790476332858,-0.0021023964357546714,0.012802374316091868,-0.0013789105354329778,0.05063306392216419,-0.0017523587794657256,-0.0017554349312793338,-0.0021988570390593866,-0.1304347826086956,0,0.0,0.0,-0.006451114625308866
-0.006451114625308866,0.027971880786150125,0.0415452118894244,-0.0016332790476332858,-0.0021023964357546714,0.012802374316091868,-0.0013789105354329778,0.05063306392216419,-0.0017523587794657256,-0.0017554349312793338,-0.1363636363636363,0,0.0,0.0,-0.0034624041989804984
-0.0034624041989804984,-0.006451114625308866,0.027971880786150125,0.0415452118894244,-0.0016332790476332858,-0.0021023964357546714,0.012802374316091868,-0.0013789105354329778,0.05063306392216419,-0.0017523587794657256,-0.1470588235294117,0,0.0,0.0,-0.007119970963023336
-0.007119970963023336,-0.0034624041989804984,-0.006451114625308866,0.027971880786150125,0.0415452118894244,-0.0016332790476332858,-0.0021023964357546714,0.012802374316091868,-0.0013789105354329778,0.05063306392216419,-0.2,0,0.0,0.0,0.007669451183124398
0.007669451183124398,-0.007119970963023336,-0.0034624041989804984,-0.006451114625308866,0.027971880786150125,0.0415452118894244,-0.0016332790476332858,-0.0021023964357546714,0.012802374316091868,-0.0013789105354329778,-0.05,0,0.0,0.0,0.009994988525989588
0.009994988525989588,0.007669451183124398,-0.007119970963023336,-0.0034624041989804984,-0.006451114625308866,0.027971880786150125,0.0415452118894244,-0.0016332790476332858,-0.0021023964357546714,0.012802374316091868,0.0,0,0.0,0.0,0.0007502485259118967
0.0007502485259118967,0.009994988525989588,0.007669451183124398,-0.007119970963023336,-0.0034624041989804984,-0.006451114625308866,0.027971880786150125,0.0415452118894244,-0.0016332790476332858,-0.0021023964357546714,0.0,0,0.0,0.0,0.009083870737160778
0.009083870737160778,0.0007502485259118967,0.009994988525989588,0.007669451183124398,-0.007119970963023336,-0.0034624041989804984,-0.006451114625308866,0.027971880786150125,0.0415452118894244,-0.0016332790476332858,-0.0625,0,0.0,0.0,-0.009002096852984861
-0.009002096852984861,0.009083870737160778,0.0007502485259118967,0.009994988525989588,0.007669451183124398,-0.007119970963023336,-0.0034624041989804984,-0.006451114625308866,0.027971880786150125,0.0415452118894244,0.0,0,0.0,0.0,-0.0004995912998013196
-0.0004995912998013196,-0.009002096852984861,0.009083870737160778,0.0007502485259118967,0.009994988525989588,0.007669451183124398,-0.007119970963023336,-0.0034624041989804984,-0.006451114625308866,0.027971880786150125,-0.05,0,0.0,0.0,-0.0009991568039607668
-0.0009991568039607668,-0.0004995912998013196,-0.009002096852984861,0.009083870737160778,0.0007502485259118967,0.009994988525989588,0.007669451183124398,-0.007119970963023336,-0.0034624041989804984,-0.006451114625308866,0.0,0,0.0,0.0,-0.006449776136794565
