Day 1,Day 2,Day 3,Day 4,Day 5,Day 6,Day 7,Day 8,Day 9,Day 10,mean_score,mean_class,majority_vote_score,median_score,movement_label
-0.001278533238798516,-0.0017374034413479233,0.006870019351281314,-0.0023653066882001234,-0.0003647721520289442,0.00437872391454592,-0.003723851393251628,0.00045578832391755667,-0.00574081707382598,0.002291265682352877,-0.1153846153846153,0,0.0,0.0,0
-0.008242039959479424,-0.001278533238798516,-0.0017374034413479233,0.006870019351281314,-0.0023653066882001234,-0.0003647721520289442,0.00437872391454592,-0.003723851393251628,0.00045578832391755667,-0.00574081707382598,-0.1363636363636363,0,0.0,0.0,1
0.0023604369734791446,-0.008242039959479424,-0.001278533238798516,-0.0017374034413479233,0.006870019351281314,-0.0023653066882001234,-0.0003647721520289442,0.00437872391454592,-0.003723851393251628,0.00045578832391755667,-0.2,0,0.0,0.0,2
0.007131743254173382,0.0023604369734791446,-0.008242039959479424,-0.001278533238798516,-0.0017374034413479233,0.006870019351281314,-0.0023653066882001234,-0.0003647721520289442,0.00437872391454592,-0.003723851393251628,-0.1,0,0.0,0.0,1
0.0014651008465408762,0.007131743254173382,0.0023604369734791446,-0.008242039959479424,-0.001278533238798516,-0.0017374034413479233,0.006870019351281314,-0.0023653066882001234,-0.0003647721520289442,0.00437872391454592,-0.3333333333333333,-1,0.0,0.0,1
-0.0016454914176808621,0.0014651008465408762,0.007131743254173382,0.0023604369734791446,-0.008242039959479424,-0.001278533238798516,-0.0017374034413479233,0.006870019351281314,-0.0023653066882001234,-0.0003647721520289442,-0.1,0,0.0,0.0,1
-0.0017339152968729886,-0.0016454914176808621,0.0014651008465408762,0.007131743254173382,0.0023604369734791446,-0.008242039959479424,-0.001278533238798516,-0.0017374034413479233,0.006870019351281314,-0.0023653066882001234,-0.0476190476190476,0,0.0,0.0,1
-0.004270796980187978,-0.0017339152968729886,-0.0016454914176808621,0.0014651008465408762,0.007131743254173382,0.0023604369734791446,-0.008242039959479424,-0.001278533238798516,-0.0017374034413479233,0.006870019351281314,-0.3225806451612903,-1,0.0,0.0,1
0.004655852948401441,-0.004270796980187978,-0.0017339152968729886,-0.0016454914176808621,0.0014651008465408762,0.007131743254173382,0.0023604369734791446,-0.008242039959479424,-0.001278533238798516,-0.0017374034413479233,-0.1666666666666666,0,0.0,0.0,1
-0.00436280441905751,0.004655852948401441,-0.004270796980187978,-0.0017339152968729886,-0.0016454914176808621,0.0014651008465408762,0.007131743254173382,0.0023604369734791446,-0.008242039959479424,-0.001278533238798516,-0.2857142857142857,0,0.0,0.0,1
0.0037404984073699907,-0.00436280441905751,0.004655852948401441,-0.004270796980187978,-0.0017339152968729886,-0.0016454914176808621,0.0014651008465408762,0.007131743254173382,0.0023604369734791446,-0.008242039959479424,-0.1739130434782608,0,0.0,0.0,1
