Day 1,Day 2,Day 3,Day 4,Day 5,Day 6,Day 7,Day 8,Day 9,Day 10,mean_score,mean_class,majority_vote_score,median_score,movement_label
-0.001361810517949466,-0.042727297002618965,0.003798666938972709,0.021286697063945995,-0.001852751979835099,0.008584750804671196,0.04002755497832459,0.018579963937145668,0.03930513362168193,0.017551193938058755,-0.1153846153846153,0,0.0,0.0,1
0.0015912637452451782,-0.001361810517949466,-0.042727297002618965,0.003798666938972709,0.021286697063945995,-0.001852751979835099,0.008584750804671196,0.04002755497832459,0.018579963937145668,0.03930513362168193,-0.1818181818181818,0,0.0,0.0,2
0.00778923575492463,0.0015912637452451782,-0.001361810517949466,-0.042727297002618965,0.003798666938972709,0.021286697063945995,-0.001852751979835099,0.008584750804671196,0.04002755497832459,0.018579963937145668,-0.1666666666666666,0,0.0,0.0,2
0.00785038424860375,0.00778923575492463,0.0015912637452451782,-0.001361810517949466,-0.042727297002618965,0.003798666938972709,0.021286697063945995,-0.001852751979835099,0.008584750804671196,0.04002755497832459,-0.3,0,0.0,0.0,2
0.012625693470838436,0.00785038424860375,0.00778923575492463,0.0015912637452451782,-0.001361810517949466,-0.042727297002618965,0.003798666938972709,0.021286697063945995,-0.001852751979835099,0.008584750804671196,-0.3333333333333333,-1,0.0,0.0,0
-0.04124636017514258,0.012625693470838436,0.00785038424860375,0.00778923575492463,0.0015912637452451782,-0.001361810517949466,-0.042727297002618965,0.003798666938972709,0.021286697063945995,-0.001852751979835099,-0.1,0,0.0,0.0,2
0.04204623170564902,-0.04124636017514258,0.012625693470838436,0.00785038424860375,0.00778923575492463,0.0015912637452451782,-0.001361810517949466,-0.042727297002618965,0.003798666938972709,0.021286697063945995,-0.0952380952380952,0,0.0,0.0,0
-0.024162242635099373,0.04204623170564902,-0.04124636017514258,0.012625693470838436,0.00785038424860375,0.00778923575492463,0.0015912637452451782,-0.001361810517949466,-0.042727297002618965,0.003798666938972709,-0.2903225806451613,0,0.0,0.0,0
-0.011714360552231361,-0.024162242635099373,0.04204623170564902,-0.04124636017514258,0.012625693470838436,0.00785038424860375,0.00778923575492463,0.0015912637452451782,-0.001361810517949466,-0.042727297002618965,-0.1666666666666666,0,0.0,0.0,2
0.018586450770099638,-0.011714360552231361,-0.024162242635099373,0.04204623170564902,-0.04124636017514258,0.012625693470838436,0.00785038424860375,0.00778923575492463,0.0015912637452451782,-0.001361810517949466,-0.238095238095238,0,0.0,0.0,0
-0.006836810158569868,0.018586450770099638,-0.011714360552231361,-0.024162242635099373,0.04204623170564902,-0.04124636017514258,0.012625693470838436,0.00785038424860375,0.00778923575492463,0.0015912637452451782,-0.2608695652173913,0,0.0,0.0,0
-0.03750820528074925,-0.006836810158569868,0.018586450770099638,-0.011714360552231361,-0.024162242635099373,0.04204623170564902,-0.04124636017514258,0.012625693470838436,0.00785038424860375,0.00778923575492463,-0.2272727272727272,0,0.0,0.0,0
-0.01639694383070004,-0.03750820528074925,-0.006836810158569868,0.018586450770099638,-0.011714360552231361,-0.024162242635099373,0.04204623170564902,-0.04124636017514258,0.012625693470838436,0.00785038424860375,-0.2647058823529412,0,0.0,0.0,0
-0.015923567394850017,-0.01639694383070004,-0.03750820528074925,-0.006836810158569868,0.018586450770099638,-0.011714360552231361,-0.024162242635099373,0.04204623170564902,-0.04124636017514258,0.012625693470838436,-0.25,0,0.0,0.0,0
-0.025853154900698738,-0.015923567394850017,-0.01639694383070004,-0.03750820528074925,-0.006836810158569868,0.018586450770099638,-0.011714360552231361,-0.024162242635099373,0.04204623170564902,-0.04124636017514258,0.0,0,0.0,0.0,1
-0.0022699259684223873,-0.025853154900698738,-0.015923567394850017,-0.01639694383070004,-0.03750820528074925,-0.006836810158569868,0.018586450770099638,-0.011714360552231361,-0.024162242635099373,0.04204623170564902,0.0416666666666666,0,0.0,0.0,0
-0.008592511752552894,-0.0022699259684223873,-0.025853154900698738,-0.015923567394850017,-0.01639694383070004,-0.03750820528074925,-0.006836810158569868,0.018586450770099638,-0.011714360552231361,-0.024162242635099373,-0.1,0,0.0,0.0,0
-0.015310200057973563,-0.008592511752552894,-0.0022699259684223873,-0.025853154900698738,-0.015923567394850017,-0.01639694383070004,-0.03750820528074925,-0.006836810158569868,0.018586450770099638,-0.011714360552231361,-0.15625,0,0.0,0.0,0
-0.005210463492583816,-0.015310200057973563,-0.008592511752552894,-0.0022699259684223873,-0.025853154900698738,-0.015923567394850017,-0.01639694383070004,-0.03750820528074925,-0.006836810158569868,0.018586450770099638,-0.05,0,0.0,0.0,2
0.007877261514187538,-0.005210463492583816,-0.015310200057973563,-0.008592511752552894,-0.0022699259684223873,-0.025853154900698738,-0.015923567394850017,-0.01639694383070004,-0.03750820528074925,-0.006836810158569868,-0.15,0,0.0,0.0,1
-0.002618877310911971,0.007877261514187538,-0.005210463492583816,-0.015310200057973563,-0.008592511752552894,-0.0022699259684223873,-0.025853154900698738,-0.015923567394850017,-0.01639694383070004,-0.03750820528074925,0.0476190476190476,0,0.0,0.0,0
-0.009577006234351045,-0.002618877310911971,0.007877261514187538,-0.005210463492583816,-0.015310200057973563,-0.008592511752552894,-0.0022699259684223873,-0.025853154900698738,-0.015923567394850017,-0.01639694383070004,-0.2857142857142857,0,0.0,0.0,1
