Day 1,Day 2,Day 3,Day 4,Day 5,Day 6,Day 7,Day 8,Day 9,Day 10,mean_score,mean_class,majority_vote_score,median_score,movement_label,Date
-0.009246184063571269,-0.006533163593094208,0.014560763084381801,0.019444706311582988,-0.011353440131841698,0.008268293423630129,-0.012756258233527017,0.010152546377830108,-0.012335013111968163,0.01803940509953549,-0.1153846153846153,0,0.0,0.0,2,2004-09-02
0.07880318074210374,-0.009246184063571269,-0.006533163593094208,0.014560763084381801,0.019444706311582988,-0.011353440131841698,0.008268293423630129,-0.012756258233527017,0.010152546377830108,-0.012335013111968163,-0.1363636363636363,0,0.0,0.0,1,2004-09-03
0.00400588345639795,0.07880318074210374,-0.009246184063571269,-0.006533163593094208,0.014560763084381801,0.019444706311582988,-0.011353440131841698,0.008268293423630129,-0.012756258233527017,0.010152546377830108,-0.1,0,0.0,0.0,1,2004-09-06
0.004021995100030877,0.00400588345639795,0.07880318074210374,-0.009246184063571269,-0.006533163593094208,0.014560763084381801,0.019444706311582988,-0.011353440131841698,0.008268293423630129,-0.012756258233527017,-0.1,0,0.0,0.0,2,2004-09-07
0.008620833440546007,0.004021995100030877,0.00400588345639795,0.07880318074210374,-0.009246184063571269,-0.006533163593094208,0.014560763084381801,0.019444706311582988,-0.011353440131841698,0.008268293423630129,-0.1904761904761904,0,0.0,0.0,0,2004-09-08
-0.022310334581678255,0.008620833440546007,0.004021995100030877,0.00400588345639795,0.07880318074210374,-0.009246184063571269,-0.006533163593094208,0.014560763084381801,0.019444706311582988,-0.011353440131841698,-0.05,0,0.0,0.0,0,2004-09-09
-0.019446182930796852,-0.022310334581678255,0.008620833440546007,0.004021995100030877,0.00400588345639795,0.07880318074210374,-0.009246184063571269,-0.006533163593094208,0.014560763084381801,0.019444706311582988,-0.0952380952380952,0,0.0,0.0,0,2004-09-10
-0.011057075593103623,-0.019446182930796852,-0.022310334581678255,0.008620833440546007,0.004021995100030877,0.00400588345639795,0.07880318074210374,-0.009246184063571269,-0.006533163593094208,0.014560763084381801,-0.2258064516129032,0,0.0,0.0,1,2004-09-13
0.001443932602366824,-0.011057075593103623,-0.019446182930796852,-0.022310334581678255,0.008620833440546007,0.004021995100030877,0.00400588345639795,0.07880318074210374,-0.009246184063571269,-0.006533163593094208,-0.1111111111111111,0,0.0,0.0,2,2004-09-14
0.01713998765481863,0.001443932602366824,-0.011057075593103623,-0.019446182930796852,-0.022310334581678255,0.008620833440546007,0.004021995100030877,0.00400588345639795,0.07880318074210374,-0.009246184063571269,-0.1904761904761904,0,0.0,0.0,2,2004-09-15
0.01541531112818636,0.01713998765481863,0.001443932602366824,-0.011057075593103623,-0.019446182930796852,-0.022310334581678255,0.008620833440546007,0.004021995100030877,0.00400588345639795,0.07880318074210374,-0.1739130434782608,0,0.0,0.0,0,2004-09-16
-0.023312275822275644,0.01541531112818636,0.01713998765481863,0.001443932602366824,-0.011057075593103623,-0.019446182930796852,-0.022310334581678255,0.008620833440546007,0.004021995100030877,0.00400588345639795,-0.1818181818181818,0,0.0,0.0,0,2004-09-17
-0.01577450687679538,-0.023312275822275644,0.01541531112818636,0.01713998765481863,0.001443932602366824,-0.011057075593103623,-0.019446182930796852,-0.022310334581678255,0.008620833440546007,0.004021995100030877,-0.1176470588235294,0,0.0,0.0,0,2004-09-20
-0.007590050254298007,-0.01577450687679538,-0.023312275822275644,0.01541531112818636,0.01713998765481863,0.001443932602366824,-0.011057075593103623,-0.019446182930796852,-0.022310334581678255,0.008620833440546007,-0.15,0,0.0,0.0,2,2004-09-21
0.03232119358121797,-0.007590050254298007,-0.01577450687679538,-0.023312275822275644,0.01541531112818636,0.01713998765481863,0.001443932602366824,-0.011057075593103623,-0.019446182930796852,-0.022310334581678255,0.0,0,0.0,0.0,1,2004-09-22
0.001962869862855235,0.03232119358121797,-0.007590050254298007,-0.01577450687679538,-0.023312275822275644,0.01541531112818636,0.01713998765481863,0.001443932602366824,-0.011057075593103623,-0.019446182930796852,-0.0434782608695652,0,0.0,0.0,2,2004-09-23
0.01241908206977491,0.001962869862855235,0.03232119358121797,-0.007590050254298007,-0.01577450687679538,-0.023312275822275644,0.01541531112818636,0.01713998765481863,0.001443932602366824,-0.011057075593103623,-0.05,0,0.0,0.0,2,2004-09-24
0.010542560172703499,0.01241908206977491,0.001962869862855235,0.03232119358121797,-0.007590050254298007,-0.01577450687679538,-0.023312275822275644,0.01541531112818636,0.01713998765481863,0.001443932602366824,-0.0625,0,0.0,0.0,2,2004-09-27
0.012194778842081385,0.010542560172703499,0.01241908206977491,0.001962869862855235,0.03232119358121797,-0.007590050254298007,-0.01577450687679538,-0.023312275822275644,0.01541531112818636,0.01713998765481863,-0.0476190476190476,0,0.0,0.0,0,2004-09-28
-0.01943199702804751,0.012194778842081385,0.010542560172703499,0.01241908206977491,0.001962869862855235,0.03232119358121797,-0.007590050254298007,-0.01577450687679538,-0.023312275822275644,0.01541531112818636,-0.05,0,0.0,0.0,1,2004-09-29
0.000498648450123661,-0.01943199702804751,0.012194778842081385,0.010542560172703499,0.01241908206977491,0.001962869862855235,0.03232119358121797,-0.007590050254298007,-0.01577450687679538,-0.023312275822275644,0.0,0,0.0,0.0,0,2004-09-30
-0.037889614528232606,0.000498648450123661,-0.01943199702804751,0.012194778842081385,0.010542560172703499,0.01241908206977491,0.001962869862855235,0.03232119358121797,-0.007590050254298007,-0.01577450687679538,-0.3181818181818182,-1,0.0,0.0,0,2004-10-01
-0.013251219358422776,-0.037889614528232606,0.000498648450123661,-0.01943199702804751,0.012194778842081385,0.010542560172703499,0.01241908206977491,0.001962869862855235,0.03232119358121797,-0.007590050254298007,0.0,0,0.0,0.0,0,2004-10-04
-0.008912297506896389,-0.013251219358422776,-0.037889614528232606,0.000498648450123661,-0.01943199702804751,0.012194778842081385,0.010542560172703499,0.01241908206977491,0.001962869862855235,0.03232119358121797,-0.1818181818181818,0,0.0,0.0,2,2004-10-05
0.008992440814750603,-0.008912297506896389,-0.013251219358422776,-0.037889614528232606,0.000498648450123661,-0.01943199702804751,0.012194778842081385,0.010542560172703499,0.01241908206977491,0.001962869862855235,-0.0769230769230769,0,0.0,0.0,0,2004-10-06
-0.005179080390486554,0.008992440814750603,-0.008912297506896389,-0.013251219358422776,-0.037889614528232606,0.000498648450123661,-0.01943199702804751,0.012194778842081385,0.010542560172703499,0.01241908206977491,-0.08,0,0.0,0.0,2,2004-10-07
0.03357693786974396,-0.005179080390486554,0.008992440814750603,-0.008912297506896389,-0.013251219358422776,-0.037889614528232606,0.000498648450123661,-0.01943199702804751,0.012194778842081385,0.010542560172703499,-0.0454545454545454,0,0.0,0.0,1,2004-10-08
-0.0029116474156733354,0.03357693786974396,-0.005179080390486554,0.008992440814750603,-0.008912297506896389,-0.013251219358422776,-0.037889614528232606,0.000498648450123661,-0.01943199702804751,0.012194778842081385,-0.15625,0,0.0,0.0,2,2004-10-11
0.016272406843667663,-0.0029116474156733354,0.03357693786974396,-0.005179080390486554,0.008992440814750603,-0.008912297506896389,-0.013251219358422776,-0.037889614528232606,0.000498648450123661,-0.01943199702804751,0.0588235294117647,0,0.0,0.0,0,2004-10-12
-0.03382578911486311,0.016272406843667663,-0.0029116474156733354,0.03357693786974396,-0.005179080390486554,0.008992440814750603,-0.008912297506896389,-0.013251219358422776,-0.037889614528232606,0.000498648450123661,0.0,0,0.0,0.0,2,2004-10-13
0.02340369910252699,-0.03382578911486311,0.016272406843667663,-0.0029116474156733354,0.03357693786974396,-0.005179080390486554,0.008992440814750603,-0.008912297506896389,-0.013251219358422776,-0.037889614528232606,-0.0416666666666666,0,0.0,0.0,1,2004-10-14
-0.004852531838900979,0.02340369910252699,-0.03382578911486311,0.016272406843667663,-0.0029116474156733354,0.03357693786974396,-0.005179080390486554,0.008992440814750603,-0.008912297506896389,-0.013251219358422776,-0.1363636363636363,0,0.0,0.0,0,2004-10-15
-0.008657963917253257,-0.004852531838900979,0.02340369910252699,-0.03382578911486311,0.016272406843667663,-0.0029116474156733354,0.03357693786974396,-0.005179080390486554,0.008992440814750603,-0.008912297506896389,-0.2424242424242424,0,0.0,0.0,1,2004-10-18
-0.000480272550699387,-0.008657963917253257,-0.004852531838900979,0.02340369910252699,-0.03382578911486311,0.016272406843667663,-0.0029116474156733354,0.03357693786974396,-0.005179080390486554,0.008992440814750603,0.0,0,0.0,0.0,0,2004-10-19
-0.03030413008304488,-0.000480272550699387,-0.008657963917253257,-0.004852531838900979,0.02340369910252699,-0.03382578911486311,0.016272406843667663,-0.0029116474156733354,0.03357693786974396,-0.005179080390486554,-0.05,0,0.0,0.0,0,2004-10-20
