Day 1,Day 2,Day 3,Day 4,Day 5,Day 6,Day 7,Day 8,Day 9,Day 10,mean_score,mean_class,majority_vote_score,median_score,movement_label,Date
-0.012412344930664333,0.02114702735280553,-0.0035165375100611267,0.04058392613413701,0.01658015022908527,-0.017699467172123805,-0.010660863015785851,0.043196735747019474,-0.00996368725288448,-0.07358496393017117,-0.0769230769230769,0,0.0,0.0,2,2004-09-02
0.014998381366218911,-0.012412344930664333,0.02114702735280553,-0.0035165375100611267,0.04058392613413701,0.01658015022908527,-0.017699467172123805,-0.010660863015785851,0.043196735747019474,-0.00996368725288448,-0.0909090909090909,0,0.0,0.0,0,2004-09-03
-0.0077880461706837795,0.014998381366218911,-0.012412344930664333,0.02114702735280553,-0.0035165375100611267,0.04058392613413701,0.01658015022908527,-0.017699467172123805,-0.010660863015785851,0.043196735747019474,-0.1333333333333333,0,0.0,0.0,0,2004-09-06
-0.007727861230619604,-0.0077880461706837795,0.014998381366218911,-0.012412344930664333,0.02114702735280553,-0.0035165375100611267,0.04058392613413701,0.01658015022908527,-0.017699467172123805,-0.010660863015785851,-0.2,0,0.0,0.0,0,2004-09-07
-0.00703816883004561,-0.007727861230619604,-0.0077880461706837795,0.014998381366218911,-0.012412344930664333,0.02114702735280553,-0.0035165375100611267,0.04058392613413701,0.01658015022908527,-0.017699467172123805,-0.0952380952380952,0,0.0,0.0,1,2004-09-08
-9.761399361237258e-05,-0.00703816883004561,-0.007727861230619604,-0.0077880461706837795,0.014998381366218911,-0.012412344930664333,0.02114702735280553,-0.0035165375100611267,0.04058392613413701,0.01658015022908527,-0.05,0,0.0,0.0,0,2004-09-09
-0.02867186718735569,-9.761399361237258e-05,-0.00703816883004561,-0.007727861230619604,-0.0077880461706837795,0.014998381366218911,-0.012412344930664333,0.02114702735280553,-0.0035165375100611267,0.04058392613413701,-0.0952380952380952,0,0.0,0.0,0,2004-09-10
-0.020186055750749273,-0.02867186718735569,-9.761399361237258e-05,-0.00703816883004561,-0.007727861230619604,-0.0077880461706837795,0.014998381366218911,-0.012412344930664333,0.02114702735280553,-0.0035165375100611267,-0.2258064516129032,0,0.0,0.0,0,2004-09-13
-0.03578797081834087,-0.020186055750749273,-0.02867186718735569,-9.761399361237258e-05,-0.00703816883004561,-0.007727861230619604,-0.0077880461706837795,0.014998381366218911,-0.012412344930664333,0.02114702735280553,-0.1111111111111111,0,0.0,0.0,1,2004-09-14
-0.0045536755314710894,-0.03578797081834087,-0.020186055750749273,-0.02867186718735569,-9.761399361237258e-05,-0.00703816883004561,-0.007727861230619604,-0.0077880461706837795,0.014998381366218911,-0.012412344930664333,-0.25,0,0.0,0.0,0,2004-09-15
-0.0172851219302367,-0.0045536755314710894,-0.03578797081834087,-0.020186055750749273,-0.02867186718735569,-9.761399361237258e-05,-0.00703816883004561,-0.007727861230619604,-0.0077880461706837795,0.014998381366218911,-0.217391304347826,0,0.0,0.0,0,2004-09-16
-0.029960107791029644,-0.0172851219302367,-0.0045536755314710894,-0.03578797081834087,-0.020186055750749273,-0.02867186718735569,-9.761399361237258e-05,-0.00703816883004561,-0.007727861230619604,-0.0077880461706837795,-0.1363636363636363,0,0.0,0.0,0,2004-09-17
-0.01566690038674609,-0.029960107791029644,-0.0172851219302367,-0.0045536755314710894,-0.03578797081834087,-0.020186055750749273,-0.02867186718735569,-9.761399361237258e-05,-0.00703816883004561,-0.007727861230619604,-0.1764705882352941,0,0.0,0.0,2,2004-09-20
0.012898847438790825,-0.01566690038674609,-0.029960107791029644,-0.0172851219302367,-0.0045536755314710894,-0.03578797081834087,-0.020186055750749273,-0.02867186718735569,-9.761399361237258e-05,-0.00703816883004561,-0.15,0,0.0,0.0,1,2004-09-21
-0.004561348596283609,0.012898847438790825,-0.01566690038674609,-0.029960107791029644,-0.0172851219302367,-0.0045536755314710894,-0.03578797081834087,-0.020186055750749273,-0.02867186718735569,-9.761399361237258e-05,0.05,0,0.0,0.0,0,2004-09-22
-0.02019565798033728,-0.004561348596283609,0.012898847438790825,-0.01566690038674609,-0.029960107791029644,-0.0172851219302367,-0.0045536755314710894,-0.03578797081834087,-0.020186055750749273,-0.02867186718735569,0.0434782608695652,0,0.0,0.0,2,2004-09-23
0.008261827342325282,-0.02019565798033728,-0.004561348596283609,0.012898847438790825,-0.01566690038674609,-0.029960107791029644,-0.0172851219302367,-0.0045536755314710894,-0.03578797081834087,-0.020186055750749273,-0.05,0,0.0,0.0,2,2004-09-24
0.013276094164214389,0.008261827342325282,-0.02019565798033728,-0.004561348596283609,0.012898847438790825,-0.01566690038674609,-0.029960107791029644,-0.0172851219302367,-0.0045536755314710894,-0.03578797081834087,-0.09375,0,0.0,0.0,0,2004-09-27
-0.06779151370827059,0.013276094164214389,0.008261827342325282,-0.02019565798033728,-0.004561348596283609,0.012898847438790825,-0.01566690038674609,-0.029960107791029644,-0.0172851219302367,-0.0045536755314710894,-0.0476190476190476,0,0.0,0.0,0,2004-09-28
-0.03219397987931096,-0.06779151370827059,0.013276094164214389,0.008261827342325282,-0.02019565798033728,-0.004561348596283609,0.012898847438790825,-0.01566690038674609,-0.029960107791029644,-0.0172851219302367,0.05,0,0.0,0.0,2,2004-09-29
0.011419791272788426,-0.03219397987931096,-0.06779151370827059,0.013276094164214389,0.008261827342325282,-0.02019565798033728,-0.004561348596283609,0.012898847438790825,-0.01566690038674609,-0.029960107791029644,0.0476190476190476,0,0.0,0.0,0,2004-09-30
-0.02247715730316041,0.011419791272788426,-0.03219397987931096,-0.06779151370827059,0.013276094164214389,0.008261827342325282,-0.02019565798033728,-0.004561348596283609,0.012898847438790825,-0.01566690038674609,-0.1818181818181818,0,0.0,0.0,0,2004-10-01
-0.0183621857128705,-0.02247715730316041,0.011419791272788426,-0.03219397987931096,-0.06779151370827059,0.013276094164214389,0.008261827342325282,-0.02019565798033728,-0.004561348596283609,0.012898847438790825,-0.0303030303030303,0,0.0,0.0,0,2004-10-04
-0.02392137693705121,-0.0183621857128705,-0.02247715730316041,0.011419791272788426,-0.03219397987931096,-0.06779151370827059,0.013276094164214389,0.008261827342325282,-0.02019565798033728,-0.004561348596283609,-0.0952380952380952,0,0.0,0.0,2,2004-10-05
