Date,Close,High,Low,Open,Volume
2000-01-03,14.272881507873535,14.74018904056326,13.992497477210646,14.606673650403936,25109700
2000-01-04,13.738815307617188,14.059254148611174,13.712111255949576,13.992495241819316,20235300
2000-01-05,13.4584379196167,13.752172852943788,13.2848676105719,13.645361483418776,21056100
2000-01-06,13.605299949645996,13.79222097720544,13.391672425643284,13.458431332488423,19633500
2000-01-07,14.63337230682373,14.726835261342549,13.778869581786084,13.778869581786084,23930700
2000-01-10,14.366345405578612,14.419751076127456,14.019202435123916,14.366345405578617,20142900
2000-01-11,14.152718544006348,14.473157472887662,14.019203138557472,14.3262912603204,14829900
2000-01-12,13.899035453796388,14.259529168736352,13.899035453796388,14.139364597089696,12255000
2000-01-13,13.912385940551758,14.126013470663963,13.885684332853543,14.099309418211334,15063000
2000-01-14,13.778870582580566,14.085958629474822,13.672056817409866,13.672056817409866,18936600
2000-01-18,14.00584602355957,14.192767018052498,13.471779752784007,13.49848379974896,19326600
2000-01-19,13.685419082641602,14.05926383991438,13.672065825225983,13.939099191709984,14459700
2000-01-20,13.53853702545166,13.778866085075062,13.351613608604474,13.765515285569412,17214300
2000-01-21,13.338258743286133,13.658697391773488,13.258149081164294,13.658697391773488,20857500
2000-01-24,12.684040069580078,13.551893757167852,12.283491461538125,13.551893757167852,23399700
2000-01-25,13.057884216308594,13.071235021243464,12.710741285210409,12.777500199393993,19211400
2000-01-26,13.231453895568848,13.258157949055104,12.81755451268167,13.057883659794452,13615200
2000-01-27,12.63062858581543,13.137990835435208,12.363597881597892,13.097935985327172,21969900
2000-01-28,11.776127815246582,12.577224945535464,11.42898491053659,12.577224945535464,42088200
2000-01-31,11.696016311645508,11.8562357131749,11.562500958622364,11.65596146126316,23918100
2000-02-01,12.537171363830566,12.710741611457388,11.736074152084203,11.749424957361752,25077000
2000-02-02,12.470409393310549,12.844256297054947,12.376948889751484,12.577223143630958,18103800
2000-02-03,12.470409393310549,12.563872341623684,12.01645523276843,12.470409393310543,20997000
2000-02-04,12.029810905456545,12.37695390098505,11.963054423637454,12.37695390098505,19649100
2000-02-07,11.909643173217772,12.096566651626835,11.669314034443731,12.096566651626835,18131100
2000-02-08,12.710749626159668,12.750804512003404,12.149981224347384,12.24344425448691,25728300
2000-02-09,12.350248336791992,12.844259932696914,12.243437000992092,12.817555876369555,24649800
2000-02-10,12.176676750183104,12.47041155862462,12.13662189245224,12.310192127701155,13774800
2000-02-11,11.976405143737791,12.283493270034036,11.882944603019393,12.270140017963516,14450100
2000-02-14,12.577224731445312,12.577224731445312,12.069862409313892,12.10991726514652,17410800
2000-02-15,12.390305519104004,12.390305519104004,11.749427605275258,12.163329554459809,29136300
2000-02-16,11.268771171569824,12.069868706154308,11.25542036091197,12.069868706154308,40757400
2000-02-17,10.334156036376951,11.428988289911944,10.254046299660851,11.308823684837792,74300100
2000-02-18,10.200637817382812,10.574482971221704,10.09382465434799,10.360857867529372,58183200
2000-02-22,10.280747413635254,10.53442735894519,9.987010777881364,10.521076554903964,37027800
2000-02-23,10.040422439575195,10.360862058291085,9.987015530861427,10.347508803140386,38623200
2000-02-24,10.22734260559082,10.22734260559082,9.279377817930223,10.040420298519342,58295700
2000-02-25,9.506357192993164,9.679928732695974,9.319434842651711,9.46630231632158,50725500
2000-02-28,9.866847038269045,10.027066479275788,9.519705323546876,9.519705323546876,53508300
2000-02-29,10.414262771606444,10.627887859695608,10.24069192914254,10.24069192914254,51591600
2000-03-01,10.46766757965088,10.681295095090489,10.147229362434269,10.654591044471976,30497400
2000-03-02,10.80146312713623,11.295472331441696,10.774759067935518,11.268768272240983,46628100
2000-03-03,11.242067337036133,11.388933559626064,11.001738123974237,11.135253538534672,32372400
2000-03-06,10.788110733032228,11.255418360052456,10.38756203694495,11.242067551767956,31480800
2000-03-07,10.160581588745115,10.601185597707032,10.06711985448566,10.601185597707032,29174100
2000-03-08,10.320801734924316,10.534426812270246,9.746681130817088,10.107174824012649,30056100
2000-03-09,10.454319953918455,10.561133744100324,10.013716430956377,10.46767076090807,23834700
2000-03-10,10.240693092346191,10.627889066879463,10.133879924980477,10.627889066879463,21016500
2000-03-13,10.18728733062744,10.24069422581587,9.800090702049443,9.880200433643342,23183700
2000-03-14,10.200637817382812,10.42761433725875,9.893550355650609,10.040418378424908,29955000
2000-03-15,11.015583038330078,11.10916119757634,9.959476441253942,10.146634595620268,44010000
2000-03-16,11.683998107910156,11.884524405230302,11.042313956485694,11.18936739046406,59148000
2000-03-17,11.924626350402832,12.031574495192352,11.577049163539565,11.670627260336582,37911900
2000-03-20,11.79094123840332,11.937994609474044,11.416626459476618,11.937994609474044,20307300
