Date,Close,High,Low,Open,Volume
2000-01-03,23.237136840820312,24.03429482289689,22.997989628652185,23.835004871240635,12019200
2000-01-04,22.72728157043457,22.82748943134337,22.186155818757555,22.647114180784367,11723400
2000-01-05,22.58699607849121,23.26841451395204,22.126037573990573,22.526870976387976,8714550
2000-01-06,22.907657623291016,23.388658308294502,22.366531852662096,22.48678202391297,8369250
2000-01-07,23.328535079956055,23.569035441605084,22.7673669578176,23.28845229797193,6571950
2000-01-10,22.92770004272461,23.528950901931793,22.92770004272461,23.32853333723873,4723500
2000-01-11,22.38659286499023,22.58700876128791,21.88554945449899,22.44671800085424,8405550
2000-01-12,22.526859283447266,22.727276798052173,22.286358999869993,22.346484070764312,7271850
2000-01-13,22.86756896972656,23.24835985761293,22.62706868901032,22.807443899547504,6918900
2000-01-14,23.68927764892578,24.290528350675167,23.348569529558304,23.709319950607934,9731850
2000-01-18,22.767372131347656,23.889708630658024,22.526871715048657,23.709333318433774,5296650
2000-01-19,23.769454956054688,24.17028831313937,23.16820400299152,23.16820400299152,15734700
2000-01-20,23.74940299987793,24.370696010654704,23.328527503677563,24.1702784960783,7770300
2000-01-21,23.38865852355957,23.729366733615525,23.28845065821888,23.689283954453657,5160600
2000-01-24,23.40870475769043,23.90974600332206,23.148162062248804,23.84962090705648,6459150
2000-01-25,23.929780960083008,24.290531426817928,23.40869756420093,23.40869756420093,7579950
2000-01-26,25.152326583862305,25.332701829878356,24.050032802140247,24.17028296615095,8386650
2000-01-27,25.873828887939453,26.1343697000068,25.192410645490728,25.47299376420633,8165850
2000-01-28,24.591161727905273,25.513080383118268,24.571119419681473,25.513080383118268,7500000
2000-01-31,25.873828887939453,26.1343697000068,24.631242573187546,24.631242573187546,7160250
2000-02-01,26.855878829956055,27.096379242865726,26.074252487999615,26.435003107364125,9651000
2000-02-02,26.414945602416992,26.996153947343288,26.094277980282826,26.615361260738418,7126200
2000-02-03,26.67549514770508,27.2166209069101,25.73353610441662,26.775704844879908,9200250
2000-02-04,26.214536666870117,26.71557964598015,26.15441158277179,26.45503700326342,5115150
2000-02-07,26.354825973510746,26.735616903780677,26.214533515853972,26.354825973510746,4684200
2000-02-08,27.276744842529297,27.61745486277987,26.93603665715061,26.956078962715903,6318600
2000-02-09,26.57530212402344,27.697637047048666,26.43500957056791,27.23667842122764,9818550
2000-02-10,26.655458450317383,26.855874203300015,26.094290305247135,26.655458450317383,6880500
2000-02-11,26.495121002197266,27.256706659125477,26.294705269213654,26.695538570052904,7052550
2000-02-14,25.352745056152344,26.7556644003806,25.352745056152344,26.374871561335425,5904750
2000-02-15,25.99407958984375,26.45503797320745,25.53311937160803,25.673411851271776,8965500
2000-02-16,25.493040084838867,26.354833718198865,25.33270711102372,25.974040841156583,4829700
2000-02-17,25.13228225708008,26.134366264956967,24.951907025569938,25.853783183120655,5716200
2000-02-18,23.969867706298828,25.192411768920586,23.909742618544843,25.03207881320064,8121300
2000-02-22,24.771541595458984,25.292625192153547,24.09012317295651,24.370708200684128,7068600
2000-02-23,24.811614990234375,25.39282530270184,24.55107420796998,24.811614990234375,4452900
2000-02-24,24.370698928833008,24.87174002296199,23.929781077917472,24.77153217111055,5199900
2000-02-25,24.33061981201172,25.252538495701057,24.009953879758875,24.571120178637443,4644300
2000-02-28,24.992002487182617,25.733546093719315,24.490961146301014,24.611211361692227,6051000
2000-02-29,25.533124923706055,25.97404293075976,24.911833453394493,24.911833453394493,6166950
2000-03-01,26.294702529907227,26.294702529907227,25.292616629895488,25.613284338083865,4866300
2000-03-02,25.833744049072266,26.014119302715606,25.573203239279863,25.81370357747098,3583800
2000-03-03,26.01412010192871,26.41495523447646,25.452953852157098,26.29470506168654,5981400
2000-03-06,26.755651473999023,27.05627677145969,26.374858818925116,26.595318593643736,5691450
2000-03-07,26.234575271606445,26.99615895110503,25.97403266565117,26.7556586486453,4566900
2000-03-08,25.33271217346191,26.114338558676845,25.212461960351927,25.89387861139344,5247750
2000-03-09,26.01412010192871,26.0542047161067,25.032078247392377,25.252536285883224,3979500
2000-03-10,25.23248291015625,26.15440110875527,24.931857610055616,25.65335833029714,5311350
