Date,Close,High,Low,Open,Volume
2000-01-03,23.72748756408691,24.12964837025788,23.56662324161853,23.96878404778949,4642400
2000-01-04,22.85881996154785,23.56662297232062,22.842733529484832,23.454017947879496,7822200
2000-01-05,23.100109100341797,23.373578358493475,22.762294134389723,22.858812696090315,8229600
2000-01-06,23.82400131225586,24.17790274971003,23.196630582223463,23.24488986914903,5356400
2000-01-07,24.83745002746582,24.950055047020395,24.097474184678628,24.22616563559814,9863800
2000-01-10,24.21007919311523,24.95005503556261,24.21007919311523,24.8857093101324,4928600
2000-01-11,24.29051399230957,24.43529189027698,23.920526030837305,23.93661246394479,6153000
2000-01-12,24.0653076171875,24.46746850651216,23.98487543932257,24.16182623062542,5163200
2000-01-13,24.033132553100582,24.708762785517067,23.95270038257481,24.177910460046977,4659200
2000-01-14,24.11355209350586,24.290502775979885,23.888342133993465,24.17789779622369,5404800
2000-01-18,23.50227928161621,23.95269941843021,23.43793354778564,23.679230049650283,4870000
2000-01-19,23.582714080810547,23.69531912758113,23.3253311167635,23.421849728281146,5507400
2000-01-20,23.663131713867188,23.75965026606515,23.180538952877377,23.743563840698823,4823400
2000-01-21,23.132287979125977,23.61488091332193,23.06794225456651,23.61488091332193,8538000
2000-01-24,21.53973960876465,23.212729092940545,21.507566734068956,23.196642655592697,11304200
2000-01-25,21.9418888092041,22.376222385339375,21.50755523306883,21.587987376797585,12956800
2000-01-26,21.491472244262695,22.360139535572713,21.378867225018805,22.199275222367156,9491400
2000-01-27,20.719322204589844,21.60407587015851,20.719322204589844,21.555816579309308,12406600
2000-01-28,21.74886131286621,21.92581210757148,20.815848031692955,20.815848031692955,12340000
2000-01-31,22.151018142700195,22.32796890491494,21.314523630412317,21.925808081699618,9055200
2000-02-01,21.82928466796875,22.006235391143147,21.716679662312316,21.99014896176366,6079200
2000-02-02,21.97406768798828,22.215364185294156,21.86146265591221,22.006240554295733,5791600
2000-02-03,21.443214416503903,21.877548091856948,21.073226470832793,21.877548091856948,10237200
2000-02-04,21.1375732421875,21.52364763930508,21.057141076121336,21.39495617359922,6906000
2000-02-07,20.960620880126953,21.105398768017317,20.848015856212225,20.99279374410259,5822000
2000-02-08,21.121482849121097,21.362779302081343,20.912359256555536,21.218001430305193,6125400
2000-02-09,20.590639114379883,21.1375779658556,20.510206930339336,21.12149152904749,12422600
2000-02-10,20.07586669921875,20.68715110191932,19.947175246018627,20.542373217069184,11344800
2000-02-11,20.00288772583008,20.261197817527645,19.615422588283735,20.08360962948557,10233200
2000-02-14,20.051326751708984,20.21277060639263,19.80916096968351,19.873738511556972,7373000
2000-02-15,20.584087371826172,20.72938681209789,20.019033992991726,20.067467139748967,9863400
2000-02-16,20.61637306213379,20.82625000011949,20.390351744303036,20.729383721049167,9247200
2000-02-17,20.454946517944336,20.955422715305247,20.34193576370155,20.90698953491548,5774400
2000-02-18,20.00288772583008,20.390352863376425,19.8575882992502,20.27734219825874,8246200
2000-02-22,20.30963897705078,20.42264968678,19.825307363925564,20.14819510600904,7307400
2000-02-23,19.66386032104492,20.22891377854621,19.66386032104492,20.1804806250461,8293200
2000-02-24,19.050376892089844,19.43784218481032,18.59833405058263,19.37326463602357,18512800
2000-02-25,18.598331451416016,18.759775300820667,18.162433058023453,18.743630915880203,13221400
2000-02-28,18.792072296142575,18.840505472163564,18.097863439841777,18.598339592058636,13537800
2000-02-29,18.598331451416016,18.969652305046715,18.404598832130432,18.92121915022532,10183200
2000-03-01,18.95351219177246,18.953512191772464,18.35616981434863,18.662913197350058,9397200
2000-03-02,19.034229278564453,19.357116967768263,18.759774742741214,18.85664104950236,6793000
2000-03-03,18.985803604125977,19.179536293963995,18.662915787729276,19.179536293963995,5794600
2000-03-06,18.21086883544922,18.84049993880252,18.146291286387346,18.84049993880252,7631400
2000-03-07,17.694252014160156,18.210872510923956,17.080765174253145,18.210872510923956,16526400
2000-03-08,18.34002113342285,18.53375375102943,17.371358045389954,17.484368738993794,12836800
2000-03-09,18.775924682617188,18.856646628802128,18.06557155618971,18.340026173218508,9665400
2000-03-10,18.307727813720703,19.05036932997392,18.04941772111089,18.77591485657599,8722200
2000-03-13,18.081708908081055,18.48531848192215,17.904120695590972,17.98484261035919,5762600
2000-03-14,18.792072296142575,19.27640405635244,18.533762024030658,18.549906416037647,10342200
2000-03-15,19.873741149902344,20.196628902134712,18.549901365749623,18.662912079030956,12020200
