Date,Close,High,Low,Open,Volume
2000-01-03,35.726707458496094,36.35886903819066,34.32828941856568,35.97574080807274,53228400
2000-01-04,34.51984786987305,35.899109271998945,34.40490941969589,34.80719399531594,54119000
2000-01-05,34.883846282958984,35.669259625958055,33.52374024996058,34.06012009395995,64059600
2000-01-06,33.71528625488281,34.90298383886164,33.217219526117496,34.3857606974515,54976600
2000-01-07,34.155879974365234,34.404913311250674,32.891556879408355,33.293841500531,62013600
2000-01-10,34.404945373535156,34.845543226314284,34.136755376191346,34.76891751278748,44963600
2000-01-11,33.52372741699219,35.0179278390067,33.31300684465681,34.17504554966518,46743600
2000-01-12,32.43183135986328,33.3704962958546,32.010389960030444,33.255557732263824,66532400
2000-01-13,33.04482650756836,33.29385998269786,31.11002797002378,31.991223343558936,83144000
2000-01-14,34.404945373535156,34.922168939841086,32.41267682183825,32.85327467461737,73416400
2000-01-18,35.34357833862305,35.707550148072286,34.25166291027534,34.27081932129899,81483600
2000-01-19,32.79579162597656,34.17505389062044,32.48928890050015,33.86855116514402,97568200
2000-01-20,32.48927688598633,33.61950526822288,32.45096405946984,32.81493591137652,56349800
2000-01-21,31.799652099609375,32.872411447548004,31.64640076418957,32.7957857798381,68416200
2000-01-24,31.03339385986328,32.39349939322766,30.899298948123132,31.81401781035058,63597600
2000-01-25,31.512300491333008,31.837959523766237,30.51616698036078,30.956764494829265,59823200
2000-01-26,30.45870018005371,31.723023583754056,30.38207451922339,31.397364525225186,49365000
2000-01-27,30.26713752746582,31.01423775757416,29.807383539706848,30.616742122324208,63654800
2000-01-28,30.11388397216797,30.726889243866047,29.807381336318933,30.07557114268684,58225400
2000-01-31,29.99894905090332,30.094731135995605,29.079441034017396,29.922323382829497,73194200
2000-02-01,31.55061912536621,31.646401211357,29.941480080720943,30.190513504296995,70196600
2000-02-02,30.899293899536133,31.85711454118325,30.80351183537142,31.397360633192633,49915600
2000-02-03,31.76133918762207,31.93374693954523,30.68857984232241,31.282428765613297,49186000
2000-02-04,32.661705017089844,33.10230279737903,31.91939353942871,31.99123013404108,55365400
2000-02-07,32.680850982666016,32.75747665906148,31.952907056909098,32.73832023996262,40005800
2000-02-08,33.696128845214844,33.715285257292855,32.62336976884644,32.62336976884644,56229000
2000-02-09,31.876277923583984,33.54288620444444,31.837965089541218,33.54288620444444,55090000
2000-02-10,32.48927688598633,32.66168460531055,31.41651774352452,31.842747938520507,54527800
2000-02-11,30.631105422973633,32.14446210115682,30.382072045551084,32.14446210115682,115559000
2000-02-14,30.535335540771484,31.186653864727713,30.362927749136013,31.028613389061864,81028600
2000-02-15,30.20966148376465,30.6502589562609,30.07556660083101,30.57363330887025,71027600
2000-02-16,29.92232894897461,30.707742192833734,29.769077584319167,30.420395884104785,65202600
2000-02-17,30.535335540771484,30.554491962064315,29.77386779438148,30.190519957500538,80343400
2000-02-18,29.13690757751465,30.669420796581825,29.07943833179963,30.650264381343483,79063000
2000-02-22,28.753786087036133,29.769076335279244,28.447283370585374,29.156070902377746,66296200
2000-02-23,28.88787269592285,29.34762663803303,28.217398197012177,28.657995724867764,75847200
